date,daily_sales,orders,avg_order_value,primary_category,marketing_spend,seasonal_multiplier,growth_factor,weekday,month,year,revenue_per_marketing,is_weekend,day_of_week,week_of_year,quarter
2023-06-11,6121.51,83,73.75,accessories,69.82,1.61,1.406,Sunday,June,2023,87.67559438556289,True,Sunday,23,2
2023-06-12,7135.95,125,57.09,clothing,67.85,1.4,1.407,Monday,June,2023,105.17243920412676,False,Monday,24,2
2023-06-13,6898.78,109,63.29,accessories,147.65,1.4,1.407,Tuesday,June,2023,46.72387402641381,False,Tuesday,24,2
2023-06-14,6975.74,94,74.21,clothing,148.91,1.4,1.408,Wednesday,June,2023,46.84534282452488,False,Wednesday,24,2
2023-06-15,5139.19,64,80.3,clothing,50.39,1.4,1.408,Thursday,June,2023,101.98829132764436,False,Thursday,24,2
2023-06-16,5456.98,95,57.44,clothing,125.63,1.4,1.409,Friday,June,2023,43.43691793361458,False,Friday,24,2
2023-06-17,7716.04,109,70.79,home_goods,91.05,1.61,1.409,Saturday,June,2023,84.745085118067,True,Saturday,24,2
2023-06-18,4572.17,76,60.16,accessories,137.59,1.61,1.41,Sunday,June,2023,33.23039465077404,True,Sunday,24,2
2023-06-19,7224.59,101,71.53,accessories,112.51,1.4,1.411,Monday,June,2023,64.21286996711403,False,Monday,25,2
2023-06-20,8464.07,140,60.46,clothing,133.61,1.4,1.411,Tuesday,June,2023,63.34907566798891,False,Tuesday,25,2
2023-06-21,4090.47,65,62.93,home_goods,75.47,1.4,1.412,Wednesday,June,2023,54.19994699880747,False,Wednesday,25,2
2023-06-22,6344.33,66,96.13,accessories,133.64,1.4,1.412,Thursday,June,2023,47.47328644118528,False,Thursday,25,2
2023-06-23,9276.68,190,48.82,clothing,69.77,1.4,1.413,Friday,June,2023,132.96087143471408,False,Friday,25,2
2023-06-24,7159.44,95,75.36,accessories,64.56,1.61,1.413,Saturday,June,2023,110.89591078066914,True,Saturday,25,2
2023-06-25,9390.31,159,59.06,home_goods,119.19,1.61,1.414,Sunday,June,2023,78.78437788405067,True,Sunday,25,2
2023-06-26,6476.73,113,57.32,clothing,115.03,1.4,1.414,Monday,June,2023,56.30470312092497,False,Monday,26,2
2023-06-27,4973.44,89,55.88,clothing,99.65,1.4,1.415,Tuesday,June,2023,49.909081786251875,False,Tuesday,26,2
2023-06-28,7900.33,143,55.25,accessories,86.66,1.4,1.415,Wednesday,June,2023,91.16466651280868,False,Wednesday,26,2
2023-06-29,5557.49,89,62.44,accessories,69.04,1.4,1.416,Thursday,June,2023,80.49666859791424,False,Thursday,26,2
2023-06-30,6656.96,126,52.83,clothing,141.13,1.4,1.417,Friday,June,2023,47.168993126904276,False,Friday,26,2
2023-07-01,9130.18,133,68.65,home_goods,102.57,1.725,1.417,Saturday,July,2023,89.01413668714049,True,Saturday,26,3
2023-07-02,11555.89,166,69.61,accessories,110.67,1.725,1.418,Sunday,July,2023,104.41754766422697,True,Sunday,26,3
2023-07-03,6008.88,108,55.64,clothing,96.38,1.5,1.418,Monday,July,2023,62.34571487860553,False,Monday,27,3
2023-07-04,6802.93,112,60.74,clothing,102.57,1.5,1.419,Tuesday,July,2023,66.32475382665497,False,Tuesday,27,3
2023-07-05,8106.16,124,65.37,clothing,65.66,1.5,1.419,Wednesday,July,2023,123.45659457812977,False,Wednesday,27,3
2023-07-06,7329.12,111,66.03,accessories,142.84,1.5,1.42,Thursday,July,2023,51.30999719966396,False,Thursday,27,3
2023-07-07,6674.99,109,61.24,clothing,75.57,1.5,1.42,Friday,July,2023,88.32856953817652,False,Friday,27,3
2023-07-08,9514.14,139,68.45,home_goods,121.36,1.725,1.421,Saturday,July,2023,78.39601186552406,True,Saturday,27,3
2023-07-09,5413.02,85,63.68,clothing,146.66,1.725,1.421,Sunday,July,2023,36.90863221055503,True,Sunday,27,3
2023-07-10,7052.97,120,58.77,accessories,138.13,1.5,1.422,Monday,July,2023,51.060377904872226,False,Monday,28,3
2023-07-11,6205.57,165,37.61,accessories,128.29,1.5,1.423,Tuesday,July,2023,48.37142411723439,False,Tuesday,28,3
2023-07-12,4539.5,57,79.64,clothing,86.73,1.5,1.423,Wednesday,July,2023,52.34059725585149,False,Wednesday,28,3
2023-07-13,6519.32,117,55.72,home_goods,117.07,1.5,1.424,Thursday,July,2023,55.6873665328436,False,Thursday,28,3
2023-07-14,9149.33,136,67.27,accessories,52.93,1.5,1.424,Friday,July,2023,172.85716984696768,False,Friday,28,3
2023-07-15,11892.89,286,41.58,clothing,58.15,1.725,1.425,Saturday,July,2023,204.52089423903698,True,Saturday,28,3
2023-07-16,12219.49,200,61.1,accessories,124.48,1.725,1.425,Sunday,July,2023,98.16428341902314,True,Sunday,28,3
2023-07-17,7284.93,93,78.33,home_goods,74.75,1.5,1.426,Monday,July,2023,97.45725752508362,False,Monday,29,3
2023-07-18,5987.3,74,80.91,clothing,148.0,1.5,1.426,Tuesday,July,2023,40.45472972972973,False,Tuesday,29,3
2023-07-19,8790.05,132,66.59,home_goods,53.75,1.5,1.427,Wednesday,July,2023,163.53581395348837,False,Wednesday,29,3
2023-07-20,5564.39,86,64.7,clothing,117.36,1.5,1.427,Thursday,July,2023,47.41300272665303,False,Thursday,29,3
2023-07-21,4968.99,66,75.29,clothing,95.55,1.5,1.428,Friday,July,2023,52.00408163265306,False,Friday,29,3
2023-07-22,10497.1,145,72.39,home_goods,83.84,1.725,1.429,Saturday,July,2023,125.20395992366412,True,Saturday,29,3
2023-07-23,8602.41,131,65.67,clothing,110.05,1.725,1.429,Sunday,July,2023,78.16819627442072,True,Sunday,29,3
2023-07-24,10164.62,145,70.1,clothing,124.26,1.5,1.43,Monday,July,2023,81.80122324159022,False,Monday,30,3
2023-07-25,5020.33,105,47.81,clothing,125.02,1.5,1.43,Tuesday,July,2023,40.15621500559911,False,Tuesday,30,3
2023-07-26,8665.33,126,68.77,clothing,138.24,1.5,1.431,Wednesday,July,2023,62.68323206018518,False,Wednesday,30,3
2023-07-27,6771.92,148,45.76,home_goods,82.91,1.5,1.431,Thursday,July,2023,81.67796405741166,False,Thursday,30,3
2023-07-28,6576.82,106,62.05,clothing,89.61,1.5,1.432,Friday,July,2023,73.39381765427966,False,Friday,30,3
2023-07-29,6402.47,98,65.33,accessories,126.19,1.725,1.432,Saturday,July,2023,50.73674617640067,True,Saturday,30,3
2023-07-30,6278.3,88,71.34,accessories,126.68,1.725,1.433,Sunday,July,2023,49.560309441111464,True,Sunday,30,3
2023-07-31,5978.65,90,66.43,accessories,138.16,1.5,1.433,Monday,July,2023,43.27337869137232,False,Monday,31,3
2023-08-01,5680.16,76,74.74,home_goods,102.95,1.45,1.434,Tuesday,August,2023,55.17396794560466,False,Tuesday,31,3
2023-08-02,12197.77,182,67.02,home_goods,56.36,1.45,1.435,Wednesday,August,2023,216.42601135557135,False,Wednesday,31,3
2023-08-03,4417.7,85,51.97,clothing,69.12,1.45,1.435,Thursday,August,2023,63.91348379629629,False,Thursday,31,3
2023-08-04,9924.4,149,66.61,clothing,76.52,1.45,1.436,Friday,August,2023,129.69681129116572,False,Friday,31,3
2023-08-05,6799.85,90,75.55,accessories,126.64,1.667,1.436,Saturday,August,2023,53.69433038534429,True,Saturday,31,3
2023-08-06,8736.01,119,73.41,clothing,121.4,1.667,1.437,Sunday,August,2023,71.96054365733113,True,Sunday,31,3
2023-08-07,5572.43,86,64.8,home_goods,98.25,1.45,1.437,Monday,August,2023,56.71684478371502,False,Monday,32,3
2023-08-08,5563.66,69,80.63,clothing,92.44,1.45,1.438,Tuesday,August,2023,60.18671570748594,False,Tuesday,32,3
2023-08-09,4975.59,79,62.98,clothing,63.06,1.45,1.438,Wednesday,August,2023,78.90247383444338,False,Wednesday,32,3
2023-08-10,6730.54,118,57.04,clothing,70.12,1.45,1.439,Thursday,August,2023,95.98602395892755,False,Thursday,32,3
2023-08-11,7139.75,103,69.32,accessories,118.32,1.45,1.439,Friday,August,2023,60.34271467207573,False,Friday,32,3
2023-08-12,8259.79,138,59.85,clothing,134.53,1.667,1.44,Saturday,August,2023,61.397383483237945,True,Saturday,32,3
2023-08-13,7418.54,98,75.7,accessories,149.86,1.667,1.441,Sunday,August,2023,49.503136260509805,True,Sunday,32,3
2023-08-14,6837.76,127,53.84,home_goods,102.57,1.45,1.441,Monday,August,2023,66.66432680120894,False,Monday,33,3
2023-08-15,9910.99,175,56.63,accessories,130.5,1.45,1.442,Tuesday,August,2023,75.94628352490422,False,Tuesday,33,3
2023-08-16,5535.74,94,58.89,accessories,64.44,1.45,1.442,Wednesday,August,2023,85.90533829919305,False,Wednesday,33,3
2023-08-17,6763.42,112,60.39,accessories,121.3,1.45,1.443,Thursday,August,2023,55.75779060181369,False,Thursday,33,3
2023-08-18,6014.07,100,60.14,accessories,74.02,1.45,1.443,Friday,August,2023,81.24925695757904,False,Friday,33,3
2023-08-19,6560.7,125,52.49,accessories,106.01,1.667,1.444,Saturday,August,2023,61.88755777756815,True,Saturday,33,3
2023-08-20,6966.28,114,61.11,home_goods,728.75,1.667,1.444,Sunday,August,2023,9.559217838765008,True,Sunday,33,3
2023-08-21,5064.16,75,67.52,clothing,138.17,1.45,1.445,Monday,August,2023,36.65166099732214,False,Monday,34,3
2023-08-22,6423.67,108,59.48,accessories,54.91,1.45,1.446,Tuesday,August,2023,116.98543070478966,False,Tuesday,34,3
2023-08-23,4891.04,82,59.65,clothing,124.9,1.45,1.446,Wednesday,August,2023,39.15964771817454,False,Wednesday,34,3
2023-08-24,7963.59,108,73.74,clothing,108.16,1.45,1.447,Thursday,August,2023,73.62786612426036,False,Thursday,34,3
2023-08-25,8023.9,111,72.29,clothing,62.91,1.45,1.447,Friday,August,2023,127.54570020664441,False,Friday,34,3
2023-08-26,8268.37,137,60.35,clothing,126.41,1.667,1.448,Saturday,August,2023,65.4091448461356,True,Saturday,34,3
2023-08-27,6127.96,100,61.28,accessories,61.32,1.667,1.448,Sunday,August,2023,99.93411611219831,True,Sunday,34,3
2023-08-28,4399.41,59,74.57,accessories,67.17,1.45,1.449,Monday,August,2023,65.49665029030817,False,Monday,35,3
2023-08-29,6959.28,80,86.99,clothing,116.58,1.45,1.449,Tuesday,August,2023,59.69531652084405,False,Tuesday,35,3
2023-08-30,7399.18,130,56.92,accessories,108.74,1.45,1.45,Wednesday,August,2023,68.04469376494391,False,Wednesday,35,3
2023-08-31,7879.65,107,73.64,home_goods,76.77,1.45,1.451,Thursday,August,2023,102.63970300898788,False,Thursday,35,3
2023-09-01,4972.36,83,59.91,clothing,135.9,1.2,1.451,Friday,September,2023,36.58837380426784,False,Friday,35,3
2023-09-02,4608.47,64,72.01,clothing,63.5,1.38,1.452,Saturday,September,2023,72.57433070866142,True,Saturday,35,3
2023-09-03,4792.67,69,69.46,clothing,124.65,1.38,1.452,Sunday,September,2023,38.44901724829523,True,Sunday,35,3
2023-09-04,5256.63,88,59.73,clothing,84.56,1.2,1.453,Monday,September,2023,62.16449858088931,False,Monday,36,3
2023-09-05,5753.19,79,72.83,accessories,135.87,1.2,1.453,Tuesday,September,2023,42.34334290130271,False,Tuesday,36,3
2023-09-06,9083.35,119,76.33,clothing,102.57,1.2,1.454,Wednesday,September,2023,88.55757043969973,False,Wednesday,36,3
2023-09-07,4253.44,64,66.46,accessories,85.17,1.2,1.454,Thursday,September,2023,49.940589409416454,False,Thursday,36,3
2023-09-08,5863.22,80,73.29,clothing,106.19,1.2,1.455,Friday,September,2023,55.214426970524535,False,Friday,36,3
2023-09-09,9763.68,140,69.74,clothing,79.47,1.38,1.456,Saturday,September,2023,122.85994714986788,True,Saturday,36,3
2023-09-10,4974.06,58,85.76,home_goods,142.99,1.38,1.456,Sunday,September,2023,34.78606895587104,True,Sunday,36,3
2023-09-11,6982.46,99,70.53,home_goods,73.21,1.2,1.457,Monday,September,2023,95.3757683376588,False,Monday,37,3
2023-09-12,4795.13,64,74.92,clothing,73.07,1.2,1.457,Tuesday,September,2023,65.6237854112495,False,Tuesday,37,3
2023-09-13,4554.44,68,66.98,clothing,92.77,1.2,1.458,Wednesday,September,2023,49.09388811038051,False,Wednesday,37,3
2023-09-14,6310.9,113,55.85,accessories,143.35,1.2,1.458,Thursday,September,2023,44.02441576560865,False,Thursday,37,3
2023-09-15,5829.06,86,67.78,accessories,50.38,1.2,1.459,Friday,September,2023,115.70186581976975,False,Friday,37,3
2023-09-16,4464.39,58,76.97,accessories,80.43,1.38,1.459,Saturday,September,2023,55.5065274151436,True,Saturday,37,3
2023-09-17,5892.64,97,60.75,clothing,78.68,1.38,1.46,Sunday,September,2023,74.89374682257244,True,Sunday,37,3
2023-09-18,6452.44,93,69.38,clothing,147.51,1.2,1.461,Monday,September,2023,43.74239034641719,False,Monday,38,3
2023-09-19,4851.32,70,69.3,clothing,137.0,1.2,1.461,Tuesday,September,2023,35.411094890510945,False,Tuesday,38,3
2023-09-20,6410.39,101,63.47,accessories,148.93,1.2,1.462,Wednesday,September,2023,43.04297320889008,False,Wednesday,38,3
2023-09-21,5554.69,80,69.43,home_goods,81.59,1.2,1.462,Thursday,September,2023,68.08052457408995,False,Thursday,38,3
2023-09-22,6483.96,113,57.38,clothing,132.59,1.2,1.463,Friday,September,2023,48.902330492495665,False,Friday,38,3
2023-09-23,4794.21,72,66.59,clothing,78.56,1.38,1.463,Saturday,September,2023,61.02609470468432,True,Saturday,38,3
2023-09-24,5809.91,140,41.5,accessories,102.57,1.38,1.464,Sunday,September,2023,56.64336550648338,True,Sunday,38,3
2023-09-25,3905.61,72,54.24,accessories,92.63,1.2,1.464,Monday,September,2023,42.16355392421462,False,Monday,39,3
2023-09-26,6467.4,101,64.03,accessories,73.56,1.2,1.465,Tuesday,September,2023,87.9200652528548,False,Tuesday,39,3
2023-09-27,8886.56,149,59.64,clothing,146.58,1.2,1.466,Wednesday,September,2023,60.626006276436065,False,Wednesday,39,3
2023-09-28,5891.81,90,65.46,home_goods,143.15,1.2,1.466,Thursday,September,2023,41.15829549423682,False,Thursday,39,3
2023-09-29,5503.56,109,50.49,clothing,65.65,1.2,1.467,Friday,September,2023,83.83183549124143,False,Friday,39,3
2023-09-30,5394.78,71,75.98,clothing,109.9,1.38,1.467,Saturday,September,2023,49.088080072793446,True,Saturday,39,3
2023-10-01,3683.73,54,68.22,clothing,113.39,1.265,1.468,Sunday,October,2023,32.48725637181409,True,Sunday,39,4
2023-10-02,4937.28,73,67.63,clothing,100.31,1.1,1.468,Monday,October,2023,49.220217326288505,False,Monday,40,4
2023-10-03,4355.04,72,60.49,accessories,93.47,1.1,1.469,Tuesday,October,2023,46.59291751364074,False,Tuesday,40,4
2023-10-04,5846.88,81,72.18,home_goods,82.17,1.1,1.47,Wednesday,October,2023,71.15589631252281,False,Wednesday,40,4
2023-10-05,5278.02,98,53.86,accessories,85.82,1.1,1.47,Thursday,October,2023,61.501048706595206,False,Thursday,40,4
2023-10-06,3903.18,76,51.36,clothing,130.67,1.1,1.471,Friday,October,2023,29.870513507308488,False,Friday,40,4
2023-10-07,9292.97,135,68.84,accessories,357.51,1.265,1.471,Saturday,October,2023,25.993594584766857,True,Saturday,40,4
2023-10-08,6514.75,114,57.15,clothing,71.54,1.265,1.472,Sunday,October,2023,91.0644394744199,True,Sunday,40,4
2023-10-09,5103.71,80,63.8,clothing,111.53,1.1,1.472,Monday,October,2023,45.76087151439075,False,Monday,41,4
2023-10-10,4879.74,59,82.71,accessories,53.96,1.1,1.473,Tuesday,October,2023,90.43254262416605,False,Tuesday,41,4
2023-10-11,4203.56,74,56.8,clothing,82.06,1.1,1.473,Wednesday,October,2023,51.22544479649038,False,Wednesday,41,4
2023-10-12,5640.97,123,45.86,home_goods,126.63,1.1,1.474,Thursday,October,2023,44.546868830450926,False,Thursday,41,4
2023-10-13,5355.84,90,59.51,accessories,117.3,1.1,1.475,Friday,October,2023,45.659335038363174,False,Friday,41,4
2023-10-14,5408.83,85,63.63,clothing,52.01,1.265,1.475,Saturday,October,2023,103.99596231493943,True,Saturday,41,4
2023-10-16,5704.86,110,51.86,clothing,145.37,1.1,1.476,Monday,October,2023,39.24372291394373,False,Monday,42,4
2023-10-17,6235.45,73,85.42,clothing,86.22,1.1,1.477,Tuesday,October,2023,72.32022732544652,False,Tuesday,42,4
2023-10-18,4782.37,59,81.06,home_goods,104.66,1.1,1.477,Wednesday,October,2023,45.694343588763616,False,Wednesday,42,4
2023-10-19,5009.04,97,51.64,home_goods,53.88,1.1,1.478,Thursday,October,2023,92.96659242761692,False,Thursday,42,4
2023-10-20,5836.67,109,53.55,clothing,92.94,1.1,1.479,Friday,October,2023,62.80040886593501,False,Friday,42,4
2023-10-21,5887.78,92,64.0,home_goods,74.07,1.265,1.479,Saturday,October,2023,79.48940191710544,True,Saturday,42,4
2023-10-22,9576.69,157,61.0,clothing,84.56,1.265,1.48,Sunday,October,2023,113.25319299905392,True,Sunday,42,4
2023-10-23,4794.69,95,50.47,accessories,126.68,1.1,1.48,Monday,October,2023,37.84883170192611,False,Monday,43,4
2023-10-24,4319.37,66,65.45,home_goods,77.97,1.1,1.481,Tuesday,October,2023,55.39784532512505,False,Tuesday,43,4
2023-10-25,4581.64,79,58.0,accessories,57.85,1.1,1.481,Wednesday,October,2023,79.19861711322386,False,Wednesday,43,4
2023-10-26,6642.16,102,65.12,clothing,54.01,1.1,1.482,Thursday,October,2023,122.98018885391595,False,Thursday,43,4
2023-10-27,6417.63,78,82.28,clothing,78.43,1.1,1.483,Friday,October,2023,81.82621445875303,False,Friday,43,4
2023-10-28,5976.1,78,76.62,clothing,103.77,1.265,1.483,Saturday,October,2023,57.589862195239476,True,Saturday,43,4
2023-10-29,6904.24,96,71.92,accessories,65.06,1.265,1.484,Sunday,October,2023,106.12111896710728,True,Sunday,43,4
2023-10-30,6604.35,140,47.17,clothing,142.99,1.1,1.484,Monday,October,2023,46.18749562906497,False,Monday,44,4
2023-10-31,2885.79,40,72.14,accessories,74.7,1.1,1.485,Tuesday,October,2023,38.63172690763052,False,Tuesday,44,4
2023-11-01,7386.33,139,53.14,clothing,53.43,1.6,1.485,Wednesday,November,2023,138.24312184166197,False,Wednesday,44,4
2023-11-02,7281.63,108,67.42,accessories,93.24,1.6,1.486,Thursday,November,2023,78.09555984555985,False,Thursday,44,4
2023-11-03,7240.51,127,57.01,accessories,105.67,1.6,1.486,Friday,November,2023,68.52001514147818,False,Friday,44,4
2023-11-04,12835.76,160,80.22,clothing,98.42,1.84,1.487,Saturday,November,2023,130.41820768136557,True,Saturday,44,4
2023-11-05,9884.59,129,76.62,clothing,85.67,1.84,1.488,Sunday,November,2023,115.37982957861561,True,Sunday,44,4
2023-11-06,8440.04,121,69.75,clothing,138.97,1.6,1.488,Monday,November,2023,60.73282003310067,False,Monday,45,4
2023-11-07,8350.32,131,63.74,clothing,122.03,1.6,1.489,Tuesday,November,2023,68.4284192411702,False,Tuesday,45,4
2023-11-08,9738.8,118,82.53,home_goods,140.81,1.6,1.489,Wednesday,November,2023,69.16270151267665,False,Wednesday,45,4
2023-11-09,7149.68,124,57.66,clothing,91.0,1.6,1.49,Thursday,November,2023,78.56791208791209,False,Thursday,45,4
2023-11-10,7539.92,158,47.72,accessories,144.51,1.6,1.49,Friday,November,2023,52.175766382949284,False,Friday,45,4
2023-11-11,7813.52,98,79.73,clothing,136.69,1.84,1.491,Saturday,November,2023,57.16233813739118,True,Saturday,45,4
2023-11-12,10435.38,142,73.49,home_goods,63.26,1.84,1.492,Sunday,November,2023,164.96016440088522,True,Sunday,45,4
2023-11-13,10283.07,131,78.5,clothing,94.3,1.6,1.492,Monday,November,2023,109.04634146341463,False,Monday,46,4
2023-11-14,9515.21,159,59.84,accessories,139.02,1.6,1.493,Tuesday,November,2023,68.4449000143864,False,Tuesday,46,4
2023-11-15,5127.98,62,82.71,accessories,122.99,1.6,1.493,Wednesday,November,2023,41.694284088137245,False,Wednesday,46,4
2023-11-16,6074.14,79,76.89,clothing,55.2,1.6,1.494,Thursday,November,2023,110.03876811594203,False,Thursday,46,4
2023-11-17,6449.31,105,61.42,accessories,87.83,1.6,1.494,Friday,November,2023,73.42946601389048,False,Friday,46,4
2023-11-18,9499.79,187,50.8,clothing,127.04,1.84,1.495,Saturday,November,2023,74.77794395465995,True,Saturday,46,4
2023-11-19,11402.34,171,66.68,clothing,72.81,1.84,1.496,Sunday,November,2023,156.60403790688093,True,Sunday,46,4
2023-11-20,10687.61,115,92.94,accessories,110.51,2.0,1.496,Monday,November,2023,96.71170029861551,False,Monday,47,4
2023-11-21,10268.24,161,63.78,clothing,63.11,2.0,1.497,Tuesday,November,2023,162.70385041990176,False,Tuesday,47,4
2023-11-22,10284.91,203,50.66,clothing,61.26,2.0,1.497,Wednesday,November,2023,167.88948743062357,False,Wednesday,47,4
2023-11-23,10786.53,201,53.66,accessories,76.72,2.0,1.498,Thursday,November,2023,140.59606360792492,False,Thursday,47,4
2023-11-24,9517.01,164,58.03,home_goods,102.57,2.0,1.498,Friday,November,2023,92.78551233304086,False,Friday,47,4
2023-11-25,10945.57,241,45.42,accessories,54.61,2.3,1.499,Saturday,November,2023,200.4316059329793,True,Saturday,47,4
2023-11-26,11676.51,139,84.0,home_goods,136.88,2.3,1.5,Sunday,November,2023,85.30471946230276,True,Sunday,47,4
2023-11-27,11306.19,164,68.94,home_goods,717.66,2.0,1.5,Monday,November,2023,15.75424295627456,False,Monday,48,4
2023-11-28,8804.36,123,71.58,accessories,76.53,2.0,1.501,Tuesday,November,2023,115.04455768979486,False,Tuesday,48,4
2023-11-29,10610.23,174,60.98,accessories,69.04,2.0,1.501,Wednesday,November,2023,153.6823580533024,False,Wednesday,48,4
2023-11-30,7824.37,114,68.63,clothing,82.07,2.0,1.502,Thursday,November,2023,95.33776044839772,False,Thursday,48,4
2023-12-01,10702.13,151,70.88,accessories,59.46,1.8,1.503,Friday,December,2023,179.98873192061887,False,Friday,48,4
2023-12-02,11877.05,169,70.28,accessories,64.05,2.07,1.503,Saturday,December,2023,185.43403590944575,True,Saturday,48,4
2023-12-03,7447.2,121,61.55,clothing,134.25,2.07,1.504,Sunday,December,2023,55.47262569832402,True,Sunday,48,4
2023-12-04,7165.63,113,63.41,accessories,66.07,1.8,1.504,Monday,December,2023,108.45512335401848,False,Monday,49,4
2023-12-05,7670.7,127,60.4,accessories,138.78,1.8,1.505,Tuesday,December,2023,55.27237354085603,False,Tuesday,49,4
2023-12-07,9222.17,185,49.85,accessories,74.6,1.8,1.506,Thursday,December,2023,123.62158176943701,False,Thursday,49,4
2023-12-09,8016.72,183,43.81,clothing,144.22,2.07,1.507,Saturday,December,2023,55.586742476771605,True,Saturday,49,4
2023-12-10,15752.16,240,65.63,clothing,592.54,2.07,1.508,Sunday,December,2023,26.58412934147906,True,Sunday,49,4
2023-12-11,10433.61,212,49.22,accessories,76.78,1.8,1.508,Monday,December,2023,135.88968481375358,False,Monday,50,4
2023-12-12,5406.04,91,59.41,accessories,82.93,1.8,1.509,Tuesday,December,2023,65.18798987097551,False,Tuesday,50,4
2023-12-13,9249.59,136,68.01,accessories,144.58,1.8,1.509,Wednesday,December,2023,63.97558445151473,False,Wednesday,50,4
2023-12-14,8462.43,110,76.93,clothing,104.06,1.8,1.51,Thursday,December,2023,81.32260234480108,False,Thursday,50,4
2023-12-15,14995.18,197,76.12,clothing,140.09,1.8,1.511,Friday,December,2023,107.03961738882147,False,Friday,50,4
2023-12-16,13794.92,242,57.0,clothing,62.1,2.07,1.511,Saturday,December,2023,222.1404186795491,True,Saturday,50,4
2023-12-17,8895.07,136,65.4,accessories,67.48,2.07,1.512,Sunday,December,2023,131.8178719620628,True,Sunday,50,4
2023-12-18,11201.18,200,56.01,clothing,59.47,1.8,1.512,Monday,December,2023,188.35009248360518,False,Monday,51,4
2023-12-19,10504.56,193,54.43,clothing,56.16,1.8,1.513,Tuesday,December,2023,187.04700854700855,False,Tuesday,51,4
2023-12-20,11362.64,213,53.35,clothing,107.24,2.34,1.513,Wednesday,December,2023,105.95524058187243,False,Wednesday,51,4
2023-12-21,11015.98,152,72.47,accessories,94.67,2.34,1.514,Thursday,December,2023,116.36188866589204,False,Thursday,51,4
2023-12-22,9518.26,133,71.57,accessories,80.48,2.34,1.515,Friday,December,2023,118.26863817097416,False,Friday,51,4
2023-12-23,8340.27,134,62.24,accessories,86.77,2.691,1.515,Saturday,December,2023,96.11928085743922,True,Saturday,51,4
2023-12-24,10193.97,161,63.32,clothing,78.62,2.691,1.516,Sunday,December,2023,129.66128211650977,True,Sunday,51,4
2023-12-25,9515.27,161,59.1,clothing,62.74,2.34,1.516,Monday,December,2023,151.6619381574753,False,Monday,52,4
2023-12-26,9815.76,119,82.49,clothing,83.97,1.8,1.517,Tuesday,December,2023,116.89603429796357,False,Tuesday,52,4
2023-12-27,7871.07,110,71.56,home_goods,93.71,1.8,1.518,Wednesday,December,2023,83.99391740475937,False,Wednesday,52,4
2023-12-28,5729.19,95,60.31,clothing,110.78,1.8,1.518,Thursday,December,2023,51.716826141902864,False,Thursday,52,4
2023-12-29,5511.84,107,51.51,home_goods,86.83,1.8,1.519,Friday,December,2023,63.47852124841645,False,Friday,52,4
2023-12-30,8408.58,140,60.06,clothing,111.42,2.07,1.519,Saturday,December,2023,75.46742057081313,True,Saturday,52,4
2023-12-31,11559.11,181,63.86,clothing,99.72,2.07,1.52,Sunday,December,2023,115.91566385880466,True,Sunday,52,4
